,Unnamed: 0,ticker,one_yr_return,expense_ratio,aum,dividend_yield,fundname,esg_rating,quality_score,score_peer_rank,score_global_rank,carbon_intensity,sustainable_impact_exposure,sri_screening_criteria_exposure,analyst_pick,grade,efficiency,tradability,fit,segment,one_mo_p_percent,three_mo_p_percent,ytd_p_percent,one_yr_p_percent,three_yr_p_percent,five_yr_p_percent,ten_yr_p_percent,one_mo,three_mo,ytd,one_yr,three_yr,as_of_date,investment_strategy,asset_class,asset_region,subsegment
800,800,FLGB,17.18,0.09,575250000.0,3.73,Franklin FTSE United Kingdom ETF,AA,7.97,96.8,58.56,93.84,,11.65,True,A,97.0,90.0,95.0,Equity: U.K.  -  Total Market,4.75,2.8,12.64,17.18,12.27,3.4,,,-11340000.0,24820000.0,23200000.0,486210000.0,2023-07-25,standard,equity,europe,total_market
801,801,BLOK,21.11,0.75,574540000.0,0.95,Amplify Transformational Data Sharing ETF,BBB,5.29,27.8,23.47,137.39,,,True,B,79.0,87.0,,Equity: Global Blockchain,17.74,34.14,68.12,21.11,10.23,8.13,,2410000.0,-8710000.0,-13300000.0,-85410000.0,1056700000.0,2023-07-25,standard,equity,global,not_specified
802,802,NANR,19.49,0.35,574380000.0,3.22,SPDR S&P North American Natural Resources ETF,A,6.68,58.34,51.6,379.84,,5.84,True,A,91.0,95.0,,Equity: North America Natural Resources,9.98,1.95,2.37,19.49,24.87,11.61,,2470000.0,-5880000.0,-96360000.0,-10220000.0,-172890000.0,2023-07-25,standard,equity,america_wo_us,not_specified
803,803,AGZ,-0.82,0.2,571100000.0,,iShares Agency Bond ETF,BBB,4.54,14.0,3.38,511.14,,11.5,True,A,89.0,94.0,,"Fixed Income: U.S. - Government, Agency Investment Grade",-0.08,-0.94,1.96,-0.82,-2.48,1.22,1.34,-32090000.0,-128720000.0,-10060000.0,-31680000.0,-130660000.0,2023-07-25,standard,fixed_income,us,government
804,804,JMUB,2.32,0.18,569750000.0,,JPMorgan Municipal ETF,,,,,,,,True,A,92.0,99.0,,"Fixed Income: U.S. - Government, Local Authority/Municipal Investment Grade Intermediate",0.47,0.31,3.0,2.32,-0.45,,,35070000.0,137540000.0,215340000.0,344920000.0,504760000.0,2023-07-25,standard,fixed_income,us,government
805,805,DRSK,-3.58,0.79,569540000.0,,Aptus Defined Risk ETF,A,6.65,56.92,83.96,226.62,,9.46,True,,,,,Asset Allocation: U.S. Target Outcome,1.52,-2.15,-0.66,-3.58,-2.69,,,-13770000.0,-88130000.0,-94580000.0,-205870000.0,349900000.0,2023-07-25,standard,asset_allocation,us,not_specified
806,806,LCTD,15.91,0.2,568300000.0,3.09,BlackRock World ex U.S. Carbon Transition Readiness ETF,AA,8.07,97.78,95.32,85.71,,9.81,True,B,95.0,36.0,,Equity: Developed Markets Ex-U.S. Low Carbon,4.87,4.26,14.9,15.91,,,,74800000.0,74800000.0,74800000.0,69610000.0,605520000.0,2023-07-25,standard,equity,dev_markets,low carbon
807,807,KRBN,17.02,0.78,567920000.0,,KraneShares Global Carbon Strategy ETF,,,,,,,,True,F,44.0,95.0,,Commodities: Energy Carbon Credits,5.27,6.94,12.69,17.02,,,,-3960000.0,-56800000.0,-51700000.0,-362590000.0,464680000.0,2023-07-25,standard,commodities,global,not_specified
808,808,IQDF,16.33,0.47,566650000.0,5.78,FlexShares International Quality Dividend Index Fund,A,7.07,74.03,25.87,229.26,,7.43,True,C,70.0,82.0,81.0,Equity: Global Ex-U.S.  -  Total Market,4.76,4.12,12.89,16.33,7.46,2.85,3.23,,6590000.0,44650000.0,22410000.0,67220000.0,2023-07-25,standard,equity,global,total_market
809,809,ONEV,12.12,0.2,565080000.0,1.97,SPDR Russell 1000 Low Volatility Focus ETF,A,6.68,58.44,96.06,197.91,,5.25,True,A,96.0,75.0,58.0,Equity: U.S.  -  Large Cap,7.19,8.02,10.05,12.12,15.54,10.8,,-137140000.0,-7850000.0,-39320000.0,-52530000.0,-120850000.0,2023-07-25,standard,equity,us,large_cap
810,810,PMAY,7.06,0.79,562500000.0,,Innovator U.S. Equity Power Buffer ETF - May,,,,,,,,True,,74.0,,,Equity: U.S.  -  Large Cap,2.2,5.94,7.33,7.06,3.79,,,-23100000.0,89250000.0,175930000.0,116340000.0,456480000.0,2023-07-25,standard,equity,us,large_cap
811,811,JPIE,2.27,0.41,561700000.0,,JPMorgan Income ETF,,,,,,,,True,,86.0,,,"Fixed Income: Global - Broad Market, Broad-based Intermediate",0.55,-0.07,2.98,2.27,,,,64430000.0,171240000.0,277090000.0,409270000.0,477190000.0,2023-07-25,standard,fixed_income,global,broad_based
812,812,ULST,4.43,0.2,561420000.0,,SPDR SSGA Ultra Short Term Bond ETF,A,6.16,43.25,31.55,240.95,,5.04,True,A,91.0,100.0,,"Fixed Income: U.S. - Broad Market, Broad-based Investment Grade Ultra-Short Term",0.38,1.05,2.69,4.43,1.51,1.84,,10040000.0,27140000.0,141490000.0,252220000.0,261060000.0,2023-07-25,standard,fixed_income,us,broad_based
813,813,TUA,,0.15,559110000.0,,Simplify Short Term Treasury Futures Strategy ETF,,,,,,,,True,A,94.0,99.0,,"Fixed Income: U.S. - Government, Treasury Investment Grade Short-Term",-2.25,-10.87,-6.52,,,,,90160000.0,454410000.0,524880000.0,585720000.0,585720000.0,2023-07-25,standard,fixed_income,us,government
814,814,ILTB,-4.55,0.06,556980000.0,,iShares Core 10+ Year USD Bond ETF,A,5.91,37.6,50.0,460.57,,6.63,True,A,93.0,96.0,,"Fixed Income: U.S. - Broad Market, Broad-based Long-Term",-0.36,-2.27,4.47,-4.55,-9.58,0.79,2.99,-5180000.0,16030000.0,252970000.0,374460000.0,247220000.0,2023-07-25,standard,fixed_income,us,broad_based
815,815,PDN,10.75,0.49,556420000.0,3.16,Invesco FTSE RAFI Developed Markets ex-U.S. Small-Mid ETF,A,6.03,39.81,18.97,179.21,,4.53,True,D,58.0,67.0,79.0,Equity: Developed Markets Ex-U.S.  -  Extended Market,6.06,3.96,10.1,10.75,6.77,1.76,4.82,,-14110000.0,-41870000.0,11970000.0,202700000.0,2023-07-25,standard,equity,dev_markets,extended_market
816,816,CFA,11.36,0.35,555520000.0,1.83,VictoryShares US 500 Volatility Wtd ETF,A,6.65,57.22,39.36,219.95,,7.43,True,B,91.0,83.0,66.0,Equity: U.S.  -  Large Cap,5.75,8.01,8.91,11.36,12.98,9.07,,-10700000.0,-44680000.0,-61560000.0,-54480000.0,-344620000.0,2023-07-25,standard,equity,us,large_cap
817,817,TLTW,,0.35,553550000.0,,iShares 20+ Year Treasury Bond BuyWrite Strategy ETF,,,,,,,,True,,,,,"Fixed Income: U.S. - Government, Treasury Investment Grade Long-Term",-0.36,-0.21,9.98,,,,,217430000.0,432430000.0,528110000.0,558560000.0,558560000.0,2023-07-25,standard,fixed_income,us,government
818,818,PHB,3.99,0.5,553540000.0,,Invesco Fundamental High Yield Corporate Bond ETF,BBB,5.67,33.11,90.02,277.78,,8.21,True,C,74.0,96.0,,"Fixed Income: U.S. - Corporate, Broad-based High Yield Intermediate",1.52,1.34,4.74,3.99,1.46,2.85,3.38,10550000.0,-24300000.0,-205280000.0,-217340000.0,-47270000.0,2023-07-25,standard,fixed_income,us,corporate
819,819,FDLO,13.09,0.29,553130000.0,1.84,Fidelity Low Volatility Factor ETF,A,6.66,57.34,39.89,143.12,,8.24,True,A,95.0,93.0,76.0,Equity: U.S.  -  Large Cap,3.9,7.05,11.52,13.09,12.12,11.14,,7440000.0,26800000.0,26710000.0,71200000.0,74500000.0,2023-07-25,standard,equity,us,large_cap
820,820,RSPN,24.77,0.4,551960000.0,1.44,Invesco S&P 500 Equal Weight Industrials ETF,A,,,,,,,True,A,91.0,97.0,,Equity: U.S. Industrials,6.63,13.77,17.39,24.77,19.41,13.11,12.93,51380000.0,131980000.0,170460000.0,170460000.0,170460000.0,2023-07-25,standard,equity,us,not_specified
821,821,FXN,9.88,0.61,550650000.0,3.66,First Trust Energy AlphaDEX Fund,A,6.84,64.95,65.43,421.36,,,True,B,83.0,97.0,,Equity: U.S. Energy,13.34,10.09,0.5,9.88,41.05,2.82,-0.91,-31710000.0,-168530000.0,-1331840000.0,-1055520000.0,-314110000.0,2023-07-25,standard,equity,us,not_specified
822,822,VUSE,21.95,0.5,549540000.0,1.71,Vident U.S. Equity Strategy ETF,A,6.57,54.24,93.43,115.62,,1.33,True,,,67.0,72.0,Equity: U.S.  -  Total Market,6.3,11.8,18.94,21.95,21.93,9.09,,-4760000.0,-4760000.0,-62880000.0,-58870000.0,-55200000.0,2023-07-25,standard,equity,us,total_market
823,823,TLTD,16.6,0.39,548740000.0,3.4,FlexShares Morningstar Developed Markets ex-US Factor Tilt Index Fund,A,7.03,72.62,14.04,156.76,,7.68,True,B,92.0,64.0,90.0,Equity: Developed Markets Ex-U.S.  -  Total Market,5.44,4.35,12.98,16.6,9.88,3.32,4.63,,,,-10370000.0,-107250000.0,2023-07-25,standard,equity,dev_markets,total_market
824,824,EEMA,3.95,0.49,548380000.0,2.23,iShares MSCI Emerging Markets Asia ETF,BBB,5.63,32.44,33.86,300.34,,3.27,True,C,83.0,65.0,95.0,Equity: Emerging Asia-Pacific  -  Total Market,5.35,8.59,8.71,3.95,0.09,1.12,4.36,6520000.0,-41120000.0,75810000.0,-65260000.0,135960000.0,2023-07-25,standard,equity,asia_pacific_wo_brics,total_market
825,825,RLY,6.45,0.5,548240000.0,,SPDR SSGA Multi-Asset Real Return ETF,A,6.55,53.35,61.33,594.56,,9.63,True,,82.0,,24.0,Alternatives: Hedge Fund Strategies,6.55,2.73,3.16,6.45,15.78,6.42,3.3,-11720000.0,-35260000.0,-83560000.0,84440000.0,502460000.0,2023-07-25,standard,alternatives,global,not_specified
826,826,VFVA,12.49,0.13,548100000.0,3.01,Vanguard U.S. Value Factor ETF,A,5.88,36.97,4.1,192.61,,2.93,True,A,95.0,96.0,61.0,Equity: U.S.  -  Total Market Value,10.29,12.47,8.67,12.49,22.48,8.33,,-19520000.0,-93350000.0,-102980000.0,-219890000.0,340340000.0,2023-07-25,standard,equity,us,total_market
827,827,FDRR,10.59,0.29,547920000.0,3.53,Fidelity Dividend ETF for Rising Rates,A,6.82,64.3,59.25,143.35,,6.27,True,A,100.0,88.0,75.0,Equity: Developed Markets - Total Market,6.07,7.03,9.95,10.59,14.0,9.67,,-12360000.0,-30620000.0,-60110000.0,-92980000.0,173590000.0,2023-07-25,standard,equity,dev_markets,total_market
828,828,IMCV,9.88,0.06,546080000.0,2.64,iShares Morningstar Mid-Cap Value ETF,A,6.64,56.74,95.02,325.04,,6.92,True,A,99.0,89.0,89.0,Equity: U.S.  -  Mid Cap Value,7.91,8.88,7.98,9.88,17.31,6.99,9.23,3130000.0,-2940000.0,19300000.0,41590000.0,66350000.0,2023-07-25,standard,equity,us,mid_cap
829,829,XNTK,32.95,0.35,544110000.0,0.75,SPDR NYSE Technology ETF,A,6.99,71.07,71.72,24.72,,3.04,True,A,89.0,92.0,,Equity: U.S. Information Technology,5.4,28.73,49.44,32.95,12.08,15.12,18.11,8470000.0,23330000.0,9620000.0,11570000.0,-38680000.0,2023-07-25,standard,equity,us,not_specified
830,830,FCG,10.03,0.6,540660000.0,3.44,First Trust Natural Gas ETF,A,6.16,43.17,20.21,446.63,,,True,B,78.0,98.0,,"Equity: U.S. Oil, Gas & Consumable Fuels",13.9,11.98,4.39,10.03,53.23,4.3,-9.66,-7670000.0,-47840000.0,-343010000.0,-163130000.0,183390000.0,2023-07-25,standard,equity,us,not_specified
831,831,TMFC,23.08,0.5,540150000.0,0.76,Motley Fool 100 Index ETF,A,6.53,52.68,25.41,54.57,,10.38,True,B,85.0,96.0,70.0,Equity: U.S.  -  Total Market,4.35,19.75,37.08,23.08,13.09,14.57,,37650000.0,49490000.0,51660000.0,36500000.0,146510000.0,2023-07-25,standard,equity,us,total_market
832,832,FAUG,10.24,0.85,534640000.0,,FT Cboe Vest U.S. Equity Buffer ETF - August,,,,,,,,True,,71.0,,,Equity: U.S.  -  Large Cap,4.26,8.99,14.01,10.24,7.92,,,2650000.0,184470000.0,188850000.0,274790000.0,468410000.0,2023-07-25,standard,equity,us,large_cap
833,833,SSUS,14.52,0.8,534050000.0,,Day Hagan/Ned Davis Research Smart Sector ETF,,,,,,,,True,,79.0,,,Equity: U.S.  -  Large Cap,4.71,11.98,19.66,14.52,14.35,,,11450000.0,64820000.0,22420000.0,13480000.0,385090000.0,2023-07-25,standard,equity,us,large_cap
834,834,EIDO,7.8,0.58,533160000.0,3.78,iShares MSCI Indonesia ETF,BBB,5.62,32.24,32.73,420.48,,,True,B,84.0,82.0,95.0,Equity: Indonesia  -  Total Market,3.1,1.69,7.73,7.8,9.79,1.6,-0.59,,82880000.0,9280000.0,94170000.0,165570000.0,2023-07-25,standard,equity,asia_pacific_wo_brics,total_market
835,835,SMMU,1.75,0.35,532920000.0,,PIMCO Short Term Municipal Bond Active ETF,,,,,,,,True,,87.0,,,"Fixed Income: U.S. - Government, Local Authority/Municipal Investment Grade Short-Term",0.28,0.44,1.88,1.75,0.18,1.31,1.12,6930000.0,5900000.0,-35920000.0,-30720000.0,363570000.0,2023-07-25,standard,fixed_income,us,government
836,836,FNDB,14.4,0.25,531800000.0,2.3,Schwab Fundamental U.S. Broad Market Index ETF,A,6.38,48.33,14.98,157.92,,9.34,True,A,95.0,91.0,78.0,Equity: U.S.  -  Total Market,6.15,9.39,12.24,14.4,18.36,11.18,,5810000.0,8460000.0,14060000.0,36150000.0,168140000.0,2023-07-25,standard,equity,us,total_market
837,837,BBEM,,0.15,530950000.0,2.75,JPMorgan BetaBuilders Emerging Markets Equity ETF,,,,,,,,True,,,,,Equity: Emerging Markets  -  Total Market,5.34,,,,,,,,502380000.0,502380000.0,502380000.0,502380000.0,2023-07-25,standard,equity,emerg_markets,total_market
838,838,PSEP,15.64,0.79,529200000.0,,Innovator U.S. Equity Power Buffer ETF - September,,,,,,,,True,,74.0,,,Equity: U.S.  -  Large Cap,4.11,9.36,14.25,15.64,8.44,,,-78380000.0,-163600000.0,-139360000.0,215590000.0,370910000.0,2023-07-25,standard,equity,us,large_cap
839,839,RSPD,22.31,0.4,527210000.0,1.73,Invesco S&P 500 Equal Weight Consumer Discretionary ETF,A,,,,,,,True,A,91.0,96.0,,Equity: U.S. Consumer Discretionary,6.67,12.05,20.36,22.31,15.65,7.46,8.33,9970000.0,-5280000.0,-6490000.0,-6490000.0,-6490000.0,2023-07-25,standard,equity,us,not_specified
840,840,USTB,3.16,0.35,524000000.0,,VictoryShares Short-Term Bond ETF,A,6.09,41.29,23.3,274.21,,1.96,True,B,85.0,94.0,,"Fixed Income: U.S. - Broad Market, Broad-based Short-Term",0.57,0.44,2.73,3.16,0.8,2.41,,,43990000.0,70850000.0,170490000.0,429980000.0,2023-07-25,standard,fixed_income,us,broad_based
841,841,FVAL,15.53,0.29,523490000.0,2.02,Fidelity Value Factor ETF,A,6.37,48.07,14.28,114.83,,9.21,True,A,94.0,93.0,67.0,Equity: U.S.  -  Large Cap Value,5.74,11.93,16.71,15.53,15.59,10.3,,19470000.0,24140000.0,-6150000.0,-16940000.0,231270000.0,2023-07-25,standard,equity,us,large_cap
842,842,SFY,17.93,,523360000.0,1.5,SoFi Select 500 ETF,A,6.59,54.8,30.64,138.49,,12.33,True,A,100.0,97.0,68.0,Equity: U.S.  -  Large Cap Growth,5.67,14.53,22.28,17.93,13.01,,,10260000.0,19300000.0,46490000.0,84590000.0,361840000.0,2023-07-25,standard,equity,us,large_cap
843,843,DWX,9.05,0.45,522970000.0,4.94,SPDR S&P International Dividend ETF,AA,7.32,82.94,47.43,369.18,,10.03,True,B,86.0,81.0,,Equity: Global Ex-U.S.  -  High Dividend Yield,5.44,3.39,12.78,9.05,5.92,2.43,2.2,,-16070000.0,-44250000.0,-80960000.0,-107450000.0,2023-07-25,standard,equity,global,high_dividend_yield
844,844,UUP,-0.58,0.78,521690000.0,,Invesco DB U.S. Dollar Index Bullish Fund,,,,,,,,True,,,,,"Currency: Long USD, Short G10 Basket",-1.13,0.86,0.79,-0.58,3.5,3.22,2.81,-100310000.0,-527190000.0,-1133500000.0,-1398120000.0,84260000.0,2023-07-25,standard,currency,dev_markets,not_specified
845,845,RSPG,22.64,0.4,521430000.0,4.45,Invesco S&P 500 Equal Weight Energy ETF,A,,,,,,,True,,,99.0,,Equity: U.S. Energy,14.81,8.64,4.1,22.64,42.7,6.75,2.41,-7280000.0,-31000000.0,-60790000.0,-60790000.0,-60790000.0,2023-07-25,standard,equity,us,not_specified
846,846,XONE,,0.03,521200000.0,,BondBloxx Bloomberg One Year Target Duration US Treasury ETF,,,,,,,,True,,,100.0,,"Fixed Income: U.S. - Government, Treasury Investment Grade Ultra-Short Term",0.32,0.38,1.92,,,,,284760000.0,378280000.0,479370000.0,521330000.0,521330000.0,2023-07-25,standard,fixed_income,us,government
847,847,JHMD,19.58,0.39,519210000.0,3.23,John Hancock Multifactor Developed International ETF,AA,7.7,92.35,73.97,129.32,,12.17,True,B,97.0,65.0,93.0,Equity: Developed Markets Ex-North America  -  Total Market,4.78,4.61,15.48,19.58,9.15,4.27,,12140000.0,27380000.0,21910000.0,11460000.0,-5180000.0,2023-07-25,standard,equity,dev_markets,total_market
848,848,EWS,10.75,0.5,518080000.0,3.9,iShares MSCI Singapore ETF,A,6.82,64.22,67.44,97.27,,6.1,True,B,85.0,85.0,91.0,Equity: Singapore  -  Total Market,5.33,2.32,6.67,10.75,5.35,-0.4,0.73,18500000.0,13350000.0,-25730000.0,-87400000.0,-3930000.0,2023-07-25,standard,equity,brics,total_market
849,849,LVHI,15.88,0.4,518020000.0,5.46,Franklin International Low Volatility High Dividend Index ETF,AA,7.17,78.06,22.15,285.88,,14.23,True,D,61.0,85.0,27.0,Equity: Developed Markets Ex-U.S.  -  Total Market,4.06,3.48,11.3,15.88,13.88,7.06,,14480000.0,123080000.0,246010000.0,371200000.0,421440000.0,2023-07-25,standard,equity,dev_markets,total_market
850,850,DOL,19.46,0.48,517550000.0,4.4,WisdomTree International LargeCap Dividend Fund,AA,7.66,91.44,79.88,121.7,,16.9,True,B,87.0,81.0,84.0,Equity: Developed Markets Ex-North America  -  Large Cap,4.45,3.51,13.07,19.46,9.16,3.52,4.07,6940000.0,9350000.0,23300000.0,104310000.0,98110000.0,2023-07-25,standard,equity,dev_markets,large_cap
851,851,EUSA,12.02,0.09,517490000.0,1.8,iShares MSCI U.S.A. Equal Weighted ETF,A,6.5,51.8,23.14,196.26,,6.78,True,A,99.0,93.0,77.0,Equity: U.S.  -  Total Market,7.38,10.65,12.81,12.02,12.82,8.93,10.39,58820000.0,66360000.0,61860000.0,49730000.0,214990000.0,2023-07-25,standard,equity,us,total_market
852,852,VOTE,17.3,0.05,516880000.0,1.55,Engine No. 1 Transform 500 ETF,A,6.65,56.99,38.8,124.26,,9.43,True,,,89.0,97.0,Equity: U.S.  -  Large Cap,5.2,13.07,20.76,17.3,,,,9350000.0,35970000.0,78070000.0,92190000.0,485020000.0,2023-07-25,standard,equity,us,large_cap
853,853,DFSU,,0.18,516000000.0,1.44,Dimensional US Sustainability Core 1 ETF,,,,,,,,True,A,96.0,94.0,,Equity: U.S.  -  Total Market,6.12,13.5,19.33,,,,,25770000.0,88910000.0,319560000.0,450940000.0,450940000.0,2023-07-25,standard,equity,us,total_market
854,854,FDT,16.55,0.8,515050000.0,3.48,First Trust Developed Markets ex-US AlphaDEX Fund,A,6.76,61.97,86.21,370.69,,8.71,True,F,53.0,67.0,62.0,Equity: Developed Markets Ex-U.S.  -  Total Market,8.22,9.96,16.42,16.55,6.8,0.64,3.67,-10250000.0,-7530000.0,43880000.0,61430000.0,93060000.0,2023-07-25,standard,equity,dev_markets,total_market
855,855,MEAR,2.55,0.25,514180000.0,,BlackRock Short Maturity Municipal Bond ETF,,,,,,,,True,A,91.0,98.0,,"Fixed Income: U.S. - Government, Local Authority/Municipal Investment Grade Short-Term",0.18,1.09,2.02,2.55,0.82,1.18,,19950000.0,52300000.0,-27480000.0,126530000.0,271170000.0,2023-07-25,standard,fixed_income,us,government
856,856,ACES,-7.26,0.55,511830000.0,0.96,ALPS Clean Energy ETF,A,6.96,69.73,65.64,173.65,,,True,,,92.0,,Equity: U.S. Renewable Energy,12.54,11.63,5.81,-7.26,2.72,14.94,,5220000.0,-22730000.0,-87200000.0,-88960000.0,438160000.0,2023-07-25,standard,equity,us,not_specified
857,857,PFEB,12.36,0.79,511280000.0,,Innovator U.S. Equity Power Buffer ETF - February,,,,,,,,True,,76.0,,,Equity: U.S.  -  Large Cap,2.43,6.75,9.75,12.36,8.1,,,-133400000.0,-147760000.0,235180000.0,191390000.0,314170000.0,2023-07-25,standard,equity,us,large_cap
858,858,EMCR,7.16,0.15,505780000.0,2.39,Xtrackers Emerging Markets Carbon Reduction and Climate Improvers ETF,A,5.85,36.46,51.84,152.66,,1.44,True,,,44.0,,Equity: Emerging Markets Low Carbon,4.99,9.62,10.37,7.16,3.42,,,,,,3720000.0,635400000.0,2023-07-25,standard,equity,emerg_markets,not_specified
859,859,TPYP,5.19,0.4,502000000.0,5.56,Tortoise North American Pipeline Fund,A,6.75,61.46,64.83,780.19,,7.63,True,,,,,Equity: U.S. MLPs,7.28,5.61,6.05,5.19,21.53,6.65,,-1240000.0,-42780000.0,-90410000.0,-49270000.0,13790000.0,2023-07-25,standard,equity,us,not_specified
860,860,EMQQ,0.86,0.86,501060000.0,0.43,EMQQ The Emerging Markets Internet & Ecommerce ETF,BBB,5.44,29.72,26.53,49.41,,,True,C,75.0,85.0,,Equity: Emerging Markets Internet,8.5,10.65,6.46,0.86,-13.35,-3.07,,-19170000.0,-44870000.0,-45880000.0,-105640000.0,258680000.0,2023-07-25,standard,equity,emerg_markets,not_specified
861,861,FJUN,16.78,0.85,500860000.0,,FT Cboe Vest U.S. Equity Buffer ETF - June,,,,,,,,True,,74.0,,,Equity: U.S.  -  Large Cap,3.63,11.24,17.15,16.78,10.66,,,114570000.0,191060000.0,166680000.0,153370000.0,390820000.0,2023-07-25,standard,equity,us,large_cap
862,862,JCPI,-1.64,0.25,497200000.0,,JPMorgan Inflation Managed Bond ETF,A,,,,,,,True,,90.0,,,"Fixed Income: U.S. - Broad Market, Broad-based Investment Grade",0.02,-1.46,2.62,-1.64,,,,-6940000.0,-207430000.0,-347430000.0,-519820000.0,-432450000.0,2023-07-25,standard,fixed_income,us,broad_based
863,863,KIE,14.24,0.35,496070000.0,1.92,SPDR S&P Insurance ETF,BBB,4.63,17.48,13.93,2.67,,,True,A,92.0,99.0,,Equity: U.S. Insurance,7.36,7.3,4.41,14.24,15.95,8.58,10.45,-11350000.0,-28200000.0,-35460000.0,-61480000.0,-180290000.0,2023-07-25,standard,equity,us,not_specified
864,864,IBMN,-0.32,0.18,494360000.0,,iShares iBonds Dec 2025 Term Muni Bond ETF,,,,,,,,True,,,98.0,,"Fixed Income: U.S. - Government, Local Authority/Municipal Investment Grade Short-Term",0.29,0.05,0.81,-0.32,-1.14,,,13160000.0,55220000.0,100310000.0,206890000.0,421200000.0,2023-07-25,standard,fixed_income,us,government
865,865,RWK,21.09,0.39,492970000.0,1.49,Invesco S&P MidCap 400 Revenue ETF,A,6.07,40.67,71.28,165.73,,6.32,True,A,91.0,87.0,70.0,Equity: U.S.  -  Mid Cap,8.73,14.65,16.67,21.09,24.21,11.23,10.6,24520000.0,6400000.0,55030000.0,85280000.0,107530000.0,2023-07-25,standard,equity,us,mid_cap
866,866,IRBO,24.32,0.47,491730000.0,0.92,iShares Robotics and Artificial Intelligence Multisector ETF,A,6.1,41.57,37.45,30.94,,2.72,True,D,53.0,89.0,,Equity: Global Robotics & AI,6.95,20.36,34.41,24.32,5.06,7.84,,53710000.0,129430000.0,183830000.0,174100000.0,356580000.0,2023-07-25,standard,equity,global,not_specified
867,867,BBH,6.67,0.35,491190000.0,0.77,VanEck Biotech ETF,A,6.66,57.36,53.98,13.59,,,True,,,83.0,,Equity: Global Biotechnology,2.89,0.69,1.13,6.67,-0.69,4.71,7.8,-3920000.0,-12010000.0,-6780000.0,2040000.0,-2550000.0,2023-07-25,standard,equity,global,not_specified
868,868,METV,22.94,0.59,490450000.0,0.87,Roundhill Ball Metaverse ETF,A,6.33,47.07,52.97,21.06,,3.42,True,,,91.0,,Equity: Global Internet,5.55,22.41,48.33,22.94,,,,-16970000.0,-22050000.0,-45880000.0,-95980000.0,873310000.0,2023-07-25,standard,equity,global,not_specified
869,869,NUGT,41.77,1.19,490240000.0,,Direxion Daily Gold Miners Index Bull 2X Shares,A,6.2,43.96,44.74,283.82,,0.63,True,,,,,Leveraged Equity: Global Gold Miners,11.93,-14.84,11.76,41.77,-27.3,-19.05,-35.23,-8970000.0,23700000.0,-60610000.0,-67190000.0,-111090000.0,2023-07-25,leveraged,equity,global,not_specified
870,870,GCOR,-3.12,0.14,486220000.0,,Goldman Sachs Access U.S. Aggregate Bond ETF,A,5.89,37.13,25.63,278.95,,2.83,True,B,89.0,91.0,,"Fixed Income: U.S. - Broad Market, Broad-based Investment Grade",-0.37,-1.68,2.27,-3.12,,,,10330000.0,18720000.0,67110000.0,80020000.0,494200000.0,2023-07-25,standard,fixed_income,us,broad_based
871,871,GSSC,9.69,0.2,484770000.0,1.56,Goldman Sachs ActiveBeta U.S. Small Cap Equity ETF,BBB,5.17,26.33,9.76,144.39,,2.42,True,B,85.0,81.0,86.0,Equity: U.S.  -  Small Cap,8.47,12.79,11.25,9.69,15.17,6.06,,,8070000.0,3340000.0,-2340000.0,279590000.0,2023-07-25,standard,equity,us,small_cap
872,872,JAVA,13.03,0.44,483150000.0,2.32,JPMorgan Active Value ETF,A,6.27,45.62,10.21,246.08,,13.95,True,A,88.0,98.0,88.0,Equity: U.S.  -  Large Cap Value,6.11,6.74,8.03,13.03,,,,53060000.0,119030000.0,151130000.0,395140000.0,424420000.0,2023-07-25,standard,equity,us,large_cap
